2.31917;1.93047;1.75447;0_1
2.32716;2.01592;1.35577;0_2
2.24775;1.89313;0.80414;0_3
1.81458;2.14329;2.17106;X0_1
1.47928;2.02507;1.95998;X0_2
0.70899;1.92349;2.03932;X0_3
1.82287;2.09020;1.43073;X1_1
1.29905;2.07455;1.40341;X1_2
0.76879;1.97640;1.42377;X1_3
1.17487;2.03812;1.01458;X2_2
1.63072;2.06168;0.93059;X3_1
2.90708;1.96615;1.75036;Y0_1
3.51529;2.03948;1.65496;Y0_2
2.82382;2.00350;1.50376;Y1_1
2.82262;1.98462;1.04777;Y1_2
3.58717;1.97127;1.76089;Y2_1
